ResponseId,Country,Industry,EdLevel,Employment,ICorPM,Pay_USD,LogPay,AISelect,LearnCodeAI,AIAgents,AI_IntensityScore,HighAI,DevType,DevType_bucket,OrgSize_clean,RemoteWork_clean,ExpBand,WorkExp_num,YearsCode_num,NumLangs,NumDBs,NumClouds,NumWeb,SQL_any,BI_any,ToolCountWork,ToolCountPersonal,JobSat,SOVisitFreq,SOPartFreq,AISent,AIAcc,AIComplex,AIThreat,SOFriction,NewRole,MainBranch_clean,MainBranch_sort,SOAccount_clean,HasSOAccount,SODuration_clean,SODuration_sort,SODuration_years,SOComm_clean,SOComm_likert,SOComm_sort,EmpAddl_none_of_the_above,EmpAddl_caring_for_dependents_children_elder,EmpAddl_engaged_in_paid_work_20_29_hours_per,EmpAddl_volunteering_regularly,EmpAddl_attending_school_full_time,EmpAddl_engaged_in_paid_work_less_than_10_ho,EmpAddl_attending_school_part_time,EmpAddl_engaged_in_paid_work_10_19_hours_per,EmpAddl_transitioning_to_retirement_graduall,EmpAddl_count,EmpAddl_Other
28618,Spain,Software Development,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",Individual contributor,406051.0,12.914234046458416,"No, and I don't plan to","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, and I don't plan to",-0.9,0,Cybersecurity or InfoSec professional,Security,10k+,Remote,11–15,11.0,20.0,1,1,1,0,1,0,,,7.0,"Infrequently, less than once per year",I have never participated in Q&A on Stack Overflow,Very unfavorable,Somewhat distrust,Very poor at handling complex tasks,No,I don't use AI or AI-enabled tools,I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"No, not at all",1.0,1.0,0,0,1,0,0,0,0,0,0,1,0
5035,Swaziland,Fintech,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,4059.0,8.308691916838898,"Yes, I use AI tools monthly or infrequently","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, but I plan to",3.2,0,Data or business analyst,Data/ML,10–49,Onsite,6–10,8.0,10.0,5,4,0,4,1,0,6.0,8.0,,Less than once per month or monthly,"Infrequently, less than once per year",Indifferent,Somewhat distrust,Bad at handling complex tasks,No,"Rarely, almost never",I have somewhat considered changing my career and/or the industry I work in,Occasional coder,3.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"Yes, definitely",5.0,5.0,0,0,1,0,0,0,0,0,0,1,0
466,United States of America,"Internet, Telecomm or Information Services","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,,,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work monthly or infrequently",4.6,1,Other (please specify):,Other/Unknown,10k+,Remote,16+,30.0,10.0,2,2,0,2,0,0,2.0,2.0,,A few times per week,"Infrequently, less than once per year",Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",Yes,"Rarely, almost never",I have strongly considered changing my career and/or the industry I work in,Hobbyist,4.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
33274,Germany,Healthcare,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,"No, and I don't plan to","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, and I don't plan to",0.5999999999999999,0,"Architect, software or solutions",Other/Unknown,10k+,Hybrid,16+,25.0,38.0,12,8,11,4,1,0,50.0,40.0,7.0,Multiple times per day,I have never participated in Q&A on Stack Overflow,Very unfavorable,Highly distrust,I don't use AI tools for complex tasks / I don't know,No,I don't use AI or AI-enabled tools,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,No,0.0,"More than 15 years, or since Stack Overflow started in 2008",6.0,17.0,"No, not really",2.0,2.0,0,0,0,1,0,0,0,0,0,1,0
27107,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,,,,,,,0.0,0,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0
30961,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,"Developer, front-end",Web/Fullstack,10–49,Remote,0–2,2.0,5.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0
5983,India,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,,,,"Yes, I use AI tools monthly or infrequently","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work monthly or infrequently",3.3,0,Student,Other/Unknown,,,3–5,,5.0,11,8,14,4,1,0,6.0,2.0,,A few times per month or weekly,"Infrequently, less than once per year",Unfavorable,Somewhat distrust,Bad at handling complex tasks,I'm not sure,I don't use AI or AI-enabled tools,I have neither consider or transitioned into a new career or industry,Learning to code,5.0,Not sure,,Between 3 and 5 years,3.0,4.0,"Yes, somewhat",4.0,4.0,0,0,0,1,1,0,0,0,0,2,0
14535,Thailand,Manufacturing,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,,,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, but I plan to",4.4,1,"Developer, full-stack",Other/Unknown,50–249,Remote,16+,18.0,23.0,7,4,2,1,1,0,9.0,9.0,,Daily or almost daily,I have never participated in Q&A on Stack Overflow,Very favorable,Highly trust,Very well at handling complex tasks,No,Less than half of the time,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"Yes, somewhat",4.0,4.0,0,0,1,0,0,0,0,0,0,1,0
41183,Sweden,Healthcare,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,Individual contributor,66038.0,11.09798561289952,"Yes, I use AI tools daily","No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Yes, I use AI agents at work daily",4.3,1,"Developer, full-stack",Other/Unknown,10–49,Remote,16+,25.0,8.0,5,1,1,5,1,0,5.0,3.0,3.0,A few times per month or weekly,"Infrequently, less than once per year",Very favorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,No,"Rarely, almost never",I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"Yes, somewhat",4.0,4.0,1,0,0,0,0,0,0,0,0,1,0
12279,United States of America,Higher Education,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,People manager,78000.0,11.264464105671728,"Yes, I use AI tools monthly or infrequently","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, but I plan to",2.9,0,Data scientist,Data/ML,10–49,Hybrid,3–5,5.0,8.0,5,3,0,0,1,0,6.0,5.0,,A few times per month or weekly,Less than once every 2 - 3 months,Unfavorable,Somewhat trust,Very poor at handling complex tasks,No,"Rarely, almost never",I have strongly considered changing my career and/or the industry I work in,Occasional coder,3.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
44065,Germany,"Transportation, or Supply Chain","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,86896.0,11.372467280274629,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work weekly",4.6,1,"Developer, back-end",Web/Fullstack,10k+,Hybrid,6–10,8.0,13.0,4,1,6,1,1,0,12.0,5.0,3.0,A few times per week,Less than once every 2 - 3 months,Favorable,Neither trust nor distrust,Bad at handling complex tasks,No,Less than half of the time,I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,Neutral,3.0,3.0,0,1,0,0,0,0,0,0,0,1,0
11479,United Kingdom of Great Britain and Northern Ireland,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,,92753.0,11.43769532496007,"Yes, I use AI tools daily","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Yes, I use AI agents at work daily",3.8,0,"Developer, back-end",Web/Fullstack,,,16+,19.0,25.0,7,4,9,3,1,0,5.0,5.0,3.0,A few times per week,I have never participated in Q&A on Stack Overflow,Indifferent,Somewhat trust,I don't use AI tools for complex tasks / I don't know,I'm not sure,I don't use AI or AI-enabled tools,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"No, not at all",1.0,1.0,1,0,0,0,0,0,0,0,0,1,0
44095,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,,,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,"Developer, full-stack",Other/Unknown,10–49,Remote,16+,24.0,32.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
26842,Netherlands,Other:,Some college/university study without earning a degree,Employed,Individual contributor,67289.0,11.116752055022747,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work daily",5.3,1,"Developer, back-end",Web/Fullstack,10–49,Remote,6–10,8.0,11.0,7,3,7,5,1,0,10.0,20.0,9.0,A few times per week,I have never participated in Q&A on Stack Overflow,Favorable,Highly distrust,Bad at handling complex tasks,No,"Rarely, almost never",I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,No,0.0,Between 3 and 5 years,3.0,4.0,"No, not really",2.0,2.0,0,0,0,1,0,0,0,0,0,1,0
10635,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,People manager,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,"Senior executive (C-suite, VP, etc.)",Other/Unknown,10–49,Remote,6–10,8.0,12.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0
5043,Canada,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,99223.0,11.505125121237494,"No, but I plan to soon","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, and I don't plan to",0.4999999999999999,0,"Developer, front-end",Web/Fullstack,1k–4.9k,Hybrid,11–15,14.0,20.0,6,0,0,6,1,0,3.0,,3.0,A few times per week,"Infrequently, less than once per year",Indifferent,Somewhat distrust,I don't use AI tools for complex tasks / I don't know,No,I don't use AI or AI-enabled tools,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"Yes, somewhat",4.0,4.0,0,1,0,1,0,0,0,0,0,2,0
19457,,,,,,,,,,,0.0,0,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
19707,Germany,Other:,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,Individual contributor,13922.0,9.54122560172861,"Yes, I use AI tools monthly or infrequently","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",2.4,0,Academic researcher,Other/Unknown,250–999,Hybrid,0–2,2.0,8.0,7,0,6,3,0,0,10.0,10.0,,A few times per week,I have never participated in Q&A on Stack Overflow,Unfavorable,Somewhat distrust,Bad at handling complex tasks,I'm not sure,"Rarely, almost never",I have transitioned into a new career and/or industry voluntarily,Occasional coder,3.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,Neutral,3.0,3.0,0,0,0,0,0,0,0,1,0,1,0
11749,Germany,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,75410.0,11.230695171196691,"No, and I don't plan to","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, I use AI exclusively in copilot/autocomplete mode",1.0,0,"Developer, back-end",Web/Fullstack,10–49,Remote,3–5,4.0,10.0,7,3,9,6,1,0,5.0,3.0,4.0,A few times per week,A few times per month or weekly,Favorable,Highly distrust,Very poor at handling complex tasks,No,"Rarely, almost never",I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"Yes, definitely",5.0,5.0,0,0,0,1,0,0,0,0,0,1,0
34479,,Software Development,Some college/university study without earning a degree,Employed,People manager,,,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,"Developer, full-stack",Other/Unknown,10–49,Hybrid,16+,35.0,35.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
34658,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,People manager,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,"Developer, full-stack",Other/Unknown,10k+,Hybrid,3–5,4.0,10.0,0,0,0,0,0,0,,,4.0,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
38404,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,,,,,,,0.0,0,,,,,16+,20.0,,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
17338,United States of America,Banking/Financial Services,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,People manager,180000.0,12.100712129872347,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work daily",5.3,1,"Architect, software or solutions",Other/Unknown,1k–4.9k,Remote,16+,22.0,22.0,5,1,1,2,1,0,10.0,5.0,5.0,Less than once every 2 - 3 months,"Infrequently, less than once per year",Favorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,No,Less than half of the time,I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,0,1,0,1,0,1,0,0,0,3,0
32232,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,Student,Other/Unknown,,,3–5,,4.0,0,0,0,0,0,0,,,,,,,,,Yes,,I have somewhat considered changing my career and/or the industry I work in,Learning to code,5.0,,,,,,,,,0,0,0,0,1,0,0,0,0,1,0
25345,,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Individual contributor,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,"Developer, back-end",Web/Fullstack,10–49,Remote,11–15,14.0,12.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0
47204,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,,,,,"No, I didn't spend time learning in the past year",,-0.2,0,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,Learning to code,5.0,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0
4507,Netherlands,"Internet, Telecomm or Information Services","Associate degree (A.A., A.S., etc.)",Employed,Individual contributor,,,"Yes, I use AI tools weekly","No, I didn't spend time learning in the past year","No, and I don't plan to",1.8,0,"Developer, back-end",Web/Fullstack,10–49,Hybrid,3–5,5.0,8.0,5,4,10,4,1,0,,,8.0,Daily or almost daily,I have never participated in Q&A on Stack Overflow,Favorable,Somewhat distrust,Bad at handling complex tasks,I'm not sure,"Rarely, almost never",I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
23957,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,,,,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,"Developer, full-stack",Other/Unknown,,,6–10,6.0,,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
16590,United Kingdom of Great Britain and Northern Ireland,Other:,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,Individual contributor,95299.0,11.464774596407803,"Yes, I use AI tools monthly or infrequently","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, I use AI exclusively in copilot/autocomplete mode",2.3,0,"Developer, back-end",Web/Fullstack,10k+,Hybrid,11–15,11.0,14.0,8,6,9,3,1,0,,,10.0,A few times per month or weekly,"Infrequently, less than once per year",Indifferent,Neither trust nor distrust,Bad at handling complex tasks,No,,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"Yes, somewhat",4.0,4.0,1,0,0,0,0,0,0,0,0,1,0
16136,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,,,,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,,,,,6–10,6.0,,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
37078,Germany,"Transportation, or Supply Chain","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,People manager,,,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work monthly or infrequently",4.8,1,Project manager,Other/Unknown,10–49,Remote,6–10,8.0,11.0,9,2,6,2,1,0,30.0,15.0,9.0,A few times per week,I have never participated in Q&A on Stack Overflow,Favorable,Neither trust nor distrust,"Good, but not great at handling complex tasks",No,,,Pro developer,1.0,No,0.0,Between 5 and 10 years,4.0,7.5,Neutral,3.0,3.0,0,0,0,0,0,1,0,0,0,1,0
48686,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,,,,,6–10,6.0,,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
28513,Bosnia and Herzegovina,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,,,,"No, and I don't plan to","No, I didn't spend time learning in the past year","No, and I don't plan to",-0.6000000000000001,0,Student,Other/Unknown,,,6–10,,8.0,4,0,4,0,0,0,8.0,6.0,,A few times per week,I have never participated in Q&A on Stack Overflow,Unfavorable,Somewhat distrust,I don't use AI tools for complex tasks / I don't know,I'm not sure,I don't use AI or AI-enabled tools,I have neither consider or transitioned into a new career or industry,Learning to code,5.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
